TentRepDisp(cm), TentRepAcc(g)
4.048068299249869828e-03,-1.056895816118197514e-04
4.640579433696588769e-03,-3.088754977429732616e-05
5.320779503612540866e-03,5.138961865484772008e-05
6.076945982894392875e-03,1.414371105145159494e-04
6.884530980570451042e-03,2.387911655454901015e-04
7.708269366977221412e-03,3.400353424611093629e-04
8.506389737795780684e-03,4.402718063848558619e-04
9.234008439330334411e-03,5.358506326877462023e-04
9.847095642440623423e-03,6.227901462138163554e-04
1.030708020811701812e-02,6.961277196727410493e-04
1.058480253583061158e-02,7.514761704256165981e-04
1.066494128887568449e-02,7.841404346021392264e-04
1.054915786908097036e-02,7.908935696425778775e-04
1.025451992018772476e-02,7.735243642592185345e-04
9.809611246396727005e-03,7.362242231691660393e-04
9.250923833856358400e-03,6.831387027048723901e-04
8.618633408247330582e-03,6.190087205195640360e-04
7.952589872381215369e-03,5.476474911521650099e-04
7.289044302209364903e-03,4.721005913648165819e-04
6.656572219456509745e-03,3.967741027243035300e-04
6.072929910974972888e-03,3.253780182358174521e-04
5.545487383445678840e-03,2.588253506347685780e-04
5.073372457914671063e-03,1.968957730569629444e-04
4.649726067825465589e-03,1.384597481403610332e-04
4.264431747589434753e-03,8.218173161178376042e-05
3.906333490072882129e-03,2.878561123178678596e-05
3.564871604122971539e-03,-2.040478345511758393e-05
3.232312026057888258e-03,-6.502712405425781878e-05
2.905483384141396581e-03,-1.050172197453336654e-04
2.585486759591441516e-03,-1.411873550659230900e-04
2.276427088984415460e-03,-1.749458936555528239e-04
1.984179596689684619e-03,-2.069056537081594746e-04
1.714853026006359516e-03,-2.378314951986850974e-04
1.473264226566734078e-03,-2.695154522224866276e-04
1.261773825007719146e-03,-3.037840704171768406e-04
1.078972835283783420e-03,-3.425040107397060393e-04
9.188147676455297183e-04,-3.869822104151082048e-04
7.714578762297536006e-04,-4.364629513929828243e-04
6.249902870954568554e-04,-4.891486860567947209e-04
4.668020746791170508e-04,-5.432937334638234536e-04
2.852387511865123485e-04,-5.969085794001820731e-04
7.173729017298070365e-05,-6.482201328463953671e-04
-1.773198450299957125e-04,-6.956864803278208593e-04
-4.587306130786821348e-04,-7.373565305932282005e-04
-7.612423008363271770e-04,-7.714572585593612282e-04
-1.066640331363450343e-03,-7.970824607915985181e-04
-1.352042536974046739e-03,-8.137491588679540613e-04
-1.591798475851284545e-03,-8.211508001787191664e-04
-1.759752195929240558e-03,-8.191519894539612059e-04
-1.831948083918068151e-03,-8.074885867053338160e-04
-1.789016278639864914e-03,-7.858461637643495042e-04
-1.618778338643142361e-03,-7.540827744339859010e-04
-1.318166841237823064e-03,-7.121393938888745129e-04
-8.925516291159003249e-04,-6.598822461399756791e-04
-3.537658568364039917e-04,-5.971795166020447618e-04
2.816091043255081324e-04,-5.241687660138588840e-04
9.943362154012328358e-04,-4.410616556252083906e-04
1.764753985000976598e-03,-3.478645805700326162e-04
2.574643361350103209e-03,-2.447610633045368750e-04
3.409484670860595760e-03,-1.322770971367391709e-04
4.260146612532603010e-03,-1.129677073250380092e-05
5.122291712478838251e-03,1.164622219198069910e-04
5.994694235925804998e-03,2.487046900524446380e-04
6.877721778257552855e-03,3.833088087203805495e-04
7.771544200828947244e-03,5.178921932662293491e-04
8.674474152498733853e-03,6.493496460834735249e-04
9.581718520921104348e-03,7.745538318041401971e-04
1.048379944643646790e-02,8.905512454928699072e-04
1.136547980557492052e-02,9.947104316887411726e-04
1.220653097255784691e-02,1.085695640569179750e-03
1.298339962789028107e-02,1.162960946553109540e-03
1.367086500694305110e-02,1.225521295236089731e-03
1.424393758429364637e-02,1.272798922084887076e-03
1.467961650094992340e-02,1.305262465697319641e-03
1.495832632737914905e-02,1.323475717105804163e-03
1.506554334930882040e-02,1.328248363155679762e-03
1.499305216831520182e-02,1.320078856143326509e-03
1.473891254021340164e-02,1.297376881878066707e-03
1.430672212093179324e-02,1.257732017097537265e-03
1.370488546290679448e-02,1.199680091480885211e-03
1.294561220476560075e-02,1.121782613027734899e-03
1.204365795750616912e-02,1.022690833910254796e-03
1.101517593881585003e-02,9.017831354982738107e-04
9.876535240930709933e-03,7.580991575367409564e-04
8.643367666775666688e-03,5.917744657272933084e-04
7.330674563402346175e-03,4.062738584385229210e-04
5.953525155104873699e-03,2.065670194865089262e-04
4.527353668992718447e-03,-1.989945749151936574e-06
3.068473869533850686e-03,-2.137400872479026112e-04
1.595293119116937466e-03,-4.244915474290154064e-04
1.294072174912626056e-04,-6.307118061520865454e-04
-1.303409837901104134e-03,-8.278077857117486582e-04
-2.672695459112471236e-03,-1.011511408504364544e-03
-3.944688867182245297e-03,-1.178478615086563010e-03
-5.084700657034146865e-03,-1.325695152264024521e-03
-6.058858066217144046e-03,-1.451512284428206536e-03
-6.836120965583673999e-03,-1.554466522547826197e-03
-7.390934700279126399e-03,-1.631269491434879631e-03
-7.705573553902248136e-03,-1.678625559853970904e-03
-7.772617531315632877e-03,-1.694144587141458141e-03
-7.596639665700496979e-03,-1.676481361213922553e-03
-7.193017018936738796e-03,-1.627248779294970544e-03
-6.585340562633153032e-03,-1.549785681216918950e-03
-5.803130880940501196e-03,-1.446886146749291197e-03
-4.879182630849009453e-03,-1.322003793779505647e-03
-3.846979518309394039e-03,-1.179646623319529795e-03
-2.738557391115944289e-03,-1.024307580483451146e-03
-1.581736493662389215e-03,-8.611675783528171656e-04
-3.979874657751216881e-04,-6.947901009789302215e-04
7.972177348107630391e-04,-5.266384072535927824e-04
1.992970922769466899e-03,-3.568192417342596983e-04
3.181334434715269496e-03,-1.856552870120731626e-04
4.355527179626834770e-03,-1.323821062679277874e-05
5.509043896479807849e-03,1.595605545916020771e-04
6.635282620771488192e-03,3.312806460091946917e-04
7.726447827716628747e-03,5.013468234254411749e-04
8.772702030132131443e-03,6.687960744877643028e-04
9.762282644717316590e-03,8.309687820436083283e-04
1.068193537078868799e-02,9.846366823568959183e-04
1.151785879225016192e-02,1.126232505980624167e-03
1.225667137541171930e-02,1.252272865557396610e-03
1.288523482142460257e-02,1.360816530455206388e-03
1.339016278092654277e-02,1.450612827691859924e-03
1.375773482601580326e-02,1.520058275593712043e-03
1.397395565437952077e-02,1.567782500356775964e-03
1.402525807236309520e-02,1.592469177782770712e-03
1.389959039383489164e-02,1.592889769712538825e-03
1.358697014069777664e-02,1.568786861811681229e-03
1.308011935905565790e-02,1.520163183684639704e-03
1.237571459023255674e-02,1.446455166362508324e-03
1.147558710364738992e-02,1.347357976362335147e-03
1.038790823142835690e-02,1.222963457100316020e-03
9.127972416428924152e-03,1.074088630724666024e-03
7.717499018003163257e-03,9.033817229361874521e-04
6.183199102120673363e-03,7.145343964790377110e-04
4.555520344240714462e-03,5.112889403945143629e-04
2.867202563133130089e-03,2.977453500048879496e-04
1.151842690996603179e-03,7.812949780504409064e-05
-5.573441410098253258e-04,-1.434145043689595404e-04
-2.229111682849510643e-03,-3.624130890989023159e-04
-3.835497939774971162e-03,-5.746009983501511190e-04
-5.351961811412063105e-03,-7.767016287031559179e-04
-6.757030186930478716e-03,-9.659756109396178993e-04
-8.031887025772198319e-03,-1.139856590443697479e-03
-9.159856693452376325e-03,-1.296086383312291743e-03
-1.012637799164231578e-02,-1.432499458214209469e-03
-1.091921753242757441e-02,-1.547047756842927484e-03
-1.152821188494198949e-02,-1.638144944478613172e-03
-1.194508785164903261e-02,-1.704468437233735111e-03
-1.216376902448779510e-02,-1.744576857528502487e-03
-1.218073344638552664e-02,-1.757234965458547623e-03
-1.199557599203578823e-02,-1.741796866078655507e-03
-1.161148052069653838e-02,-1.697960791775531518e-03
-1.103473173397474458e-02,-1.625804521507756475e-03
-1.027393231534606995e-02,-1.525950947193999109e-03
-9.339658614092976804e-03,-1.399188342307502433e-03
-8.244143090758222769e-03,-1.246954405069324425e-03
-7.001231943641174002e-03,-1.072054132914959657e-03
-5.626664174446927361e-03,-8.779797505909137274e-04
-4.137729419898220941e-03,-6.685803201046653212e-04
-2.553092298638804086e-03,-4.479376468491353758e-04
-8.939652451132617562e-04,-2.195449415032536258e-04
8.145866472824035221e-04,1.326817616920366455e-05
2.542804872379198899e-03,2.465851747037806421e-04
4.255835211301132320e-03,4.765424989512056478e-04
5.915089428605037856e-03,6.994819632720521369e-04
7.480651291137432359e-03,9.117561007221686728e-04
8.912763481352659750e-03,1.110478522636114537e-03
1.017365713784345108e-02,1.292834755752571719e-03
1.123081835896429237e-02,1.454935707361089924e-03
1.206011446820704457e-02,1.592986604679622140e-03
1.264873470517976703e-02,1.703883595709341017e-03
1.299721503095605836e-02,1.785280903021506729e-03
1.311799658746383955e-02,1.836843838753346404e-03
1.303216526384051721e-02,1.859535872937414678e-03
1.276701255621500927e-02,1.854003644929028702e-03
1.235305570890744484e-02,1.821543351532921382e-03
1.182015608575425793e-02,1.764728251550352726e-03
1.119405399315671207e-02,1.686349481434170489e-03
1.049249420344745137e-02,1.589620891798349499e-03
9.722404708634441520e-03,1.477449023776466076e-03
8.881239669992829419e-03,1.350458554794212217e-03
7.960318389559344066e-03,1.208303140604887957e-03
6.947702228730369758e-03,1.051415801489841498e-03
5.831557871720559685e-03,8.801362502936999413e-04
4.603365439190942182e-03,6.948091492777233287e-04
3.260418816491849128e-03,4.963529759597192165e-04
1.809099286261373323e-03,2.852755674429308412e-04
2.672160914278772295e-04,6.288265704569985601e-05
-1.337190852148699514e-03,-1.666951906312928852e-04
-2.968660961408840695e-03,-3.981143765429930514e-04
-4.587241933306001641e-03,-6.260707081239176314e-04
-6.151789617320831127e-03,-8.451245016663005635e-04
-7.622353706343381469e-03,-1.050888235031895027e-03
-8.961878190239139924e-03,-1.239730506958923277e-03
-1.013868440992680801e-02,-1.407416894578544147e-03
-1.112845203853621810e-02,-1.550374299068501497e-03
-1.191435817541171803e-02,-1.666743663549284139e-03
-1.248640811560734407e-02,-1.755512954944522201e-03
-1.284031674204364273e-02,-1.816708187013744112e-03
-1.297615979796081301e-02,-1.850751558547385732e-03
-1.289788405546283059e-02,-1.856932911444576003e-03
-1.261317469979997795e-02,-1.834518497598892905e-03
-1.213284540521781737e-02,-1.783635857341432434e-03
-1.147024699771023899e-02,-1.705034112257692745e-03
-1.064090539437494848e-02,-1.600854104833385324e-03
-9.662199899053210139e-03,-1.474126954013608428e-03
-8.553232740670281206e-03,-1.327553258119825840e-03
-7.334722826767712568e-03,-1.164188177462391815e-03
-6.028587559442717160e-03,-9.878344006051043621e-04
-4.657393098174203265e-03,-8.023642790236574411e-04
-3.243860466961157561e-03,-6.119348073613217450e-04
-1.810377475821401327e-03,-4.203220080487300768e-04
-3.785132888061261218e-04,-2.296397947358357224e-04
1.031423762018787976e-03,-4.118908134575431212e-05
2.400736474802795273e-03,1.437984582151394914e-04
3.712671462212635207e-03,3.242983660943042764e-04
4.952743894589898589e-03,4.989663271066012385e-04
6.108975608812786638e-03,6.663010579782234618e-04
7.172173982735410847e-03,8.252361918882295064e-04
8.136047756713154361e-03,9.747376502313943782e-04
8.996851714555267540e-03,1.113442553628365451e-03
9.752856783837559815e-03,1.239912017532606575e-03
1.040376166941408068e-02,1.352723333877477001e-03
1.095009890969431653e-02,1.450521521117789300e-03
1.139304056466325377e-02,1.532193749580518585e-03
1.173434088457171905e-02,1.596867357563565206e-03
1.197599463562996902e-02,1.643843034492761812e-03
1.211994786356132212e-02,1.672569157907822504e-03
1.216788502321256536e-02,1.682781376303999410e-03
1.212097706813916251e-02,1.674438549395701340e-03
1.198006972638655798e-02,1.647356073393930684e-03
1.174581080503750430e-02,1.601605286689787664e-03
1.141797315948729630e-02,1.537871834524193355e-03
1.099470680241515161e-02,1.456993896881347578e-03
1.047199604760477160e-02,1.360095207818991583e-03
9.843429257009114405e-03,1.248200097194548507e-03
9.101188620391033324e-03,1.121253247176066947e-03
8.237649596868030361e-03,9.789436606873224735e-04
7.246503843256423515e-03,8.214611085816007430e-04
6.124006841982108582e-03,6.491780221667571831e-04
4.870536251800225598e-03,4.632394215134347801e-04
3.491931477965328542e-03,2.653593561898720359e-04
2.001012988663493451e-03,5.666697687343449572e-05
4.185670508089231554e-04,-1.611380038333027221e-04
-1.227492873462924117e-03,-3.848765424129979053e-04
-2.903831386594514594e-03,-6.109136313966145003e-04
-4.573483566990425679e-03,-8.346777936532896042e-04
-6.197835046696106680e-03,-1.051719470568694258e-03
-7.738108141919232061e-03,-1.260050284730123565e-03
-9.156550270246819126e-03,-1.458245834805867386e-03
-1.041805113823782505e-02,-1.644026484134873938e-03
-1.149156824211288765e-02,-1.814804696778168089e-03
-1.235088817362296754e-02,-1.966106213585442318e-03
-1.297506721650304971e-02,-2.092494245523776955e-03
-1.334844377327742276e-02,-2.190548557232408280e-03
-1.346052868443858158e-02,-2.256796603530670901e-03
-1.330633993637530925e-02,-2.285951953540471884e-03
-1.288678572646824970e-02,-2.273317522476239749e-03
-1.220892391603946824e-02,-2.214573989038914198e-03
-1.128598217416996140e-02,-2.107349091206658226e-03
-1.013671682789465435e-02,-1.955355317252001780e-03
-8.784491679600589520e-03,-1.765442108483082639e-03
-7.256321460188435574e-03,-1.544126255124412530e-03
-5.581893178177614254e-03,-1.298858296082130992e-03
-3.793043604802370794e-03,-1.037023387350506903e-03
-1.923356647088512528e-03,-7.653569990271548613e-04
-7.322998855653362037e-06,-4.920681279115328389e-04
1.920491679173973436e-03,-2.243636307861443394e-04
3.826256611247584333e-03,3.484336261234494093e-05
5.677807176057821092e-03,2.845264054787291583e-04
7.444985789519365134e-03,5.242975733086147321e-04
9.100083412858638032e-03,7.542072382439380437e-04
1.061944645402209536e-02,9.724510928612896659e-04
1.198515951273410041e-02,1.176507529057002881e-03
1.318632680998911913e-02,1.365199568788158383e-03
1.421985067264120405e-02,1.537435826472964258e-03
1.508943001149230627e-02,1.691717942670816540e-03
1.580356335869977091e-02,1.826672758804442562e-03
1.637419379999530480e-02,1.940410573382623551e-03
1.681504786858475931e-02,2.031281832005042351e-03
1.713912368475565412e-02,2.099175897682413645e-03
1.735634308665622363e-02,2.144563734754403525e-03
1.747108350109826888e-02,2.167919501847133217e-03
1.748040995219857577e-02,2.169706921534813281e-03
1.737497332682250845e-02,2.149607120377680473e-03
1.714124035724982550e-02,2.106980741921041147e-03
1.676342057440083008e-02,2.041659639029280802e-03
1.622572793186920562e-02,1.953626846872398137e-03
1.551469599547089344e-02,1.842956713073627250e-03
1.462110391543544781e-02,1.710019734951656730e-03
1.354229958293353547e-02,1.555342194054390535e-03
1.228395577955045288e-02,1.379803096161196169e-03
1.085965108623900346e-02,1.185012494369678485e-03
9.289384083367185907e-03,9.731279917502146755e-04
7.598088062456332011e-03,7.465385140333120504e-04
5.813837003284429671e-03,5.079330653246887095e-04
3.966201698729611425e-03,2.604512805374867182e-04
2.084921739222239407e-03,7.389660011786441766e-06
1.982436176063957322e-04,-2.481081702229418384e-04
-1.668426537526202565e-03,-5.028172822702897367e-04
-3.492499001073615626e-03,-7.536008382955975381e-04
-5.253516910117034429e-03,-9.975530672248504507e-04
-6.932606272863881675e-03,-1.231278882786204527e-03
-8.511720112118812895e-03,-1.451662438321163918e-03
-9.972793279682841752e-03,-1.657069503242070575e-03
-1.129713405574960146e-02,-1.846160248494043820e-03
-1.246465857292737393e-02,-2.017325979169480241e-03
-1.345346847636788405e-02,-2.168751005762436981e-03
-1.424082319434494780e-02,-2.297039167782368146e-03
-1.480476104535158842e-02,-2.398062040569924440e-03
-1.512543817504202921e-02,-2.469080489177202017e-03
-1.518661831129964994e-02,-2.507386048566177892e-03
-1.497721740387123260e-02,-2.509273410670137452e-03
-1.449253620237674588e-02,-2.471643672858059998e-03
-1.373569550729351017e-02,-2.391795277893551432e-03
-1.271857310912518496e-02,-2.268501753881256057e-03
-1.146101414241950701e-02,-2.104874347169212716e-03
-9.989241170846815260e-03,-1.906370065325570587e-03
-8.334274860565682105e-03,-1.678263172453555276e-03
-6.530147978713584170e-03,-1.426644117036174721e-03
-4.612485571112762486e-03,-1.158009664884758136e-03
-2.617390743345201186e-03,-8.785346530186010413e-04
-5.798184546305219875e-04,-5.953028565419463385e-04
1.467772370732307050e-03,-3.146909952420678599e-04
3.495643234907356255e-03,-3.977409362141751917e-05
5.476586725072589944e-03,2.278857414784092616e-04
7.385453099239187337e-03,4.867487642497017814e-04
9.198620226167164224e-03,7.357016523342218596e-04
1.089437912608676520e-02,9.730079453501013853e-04
1.245360835364732639e-02,1.196466867563370081e-03
1.385990037143346697e-02,1.404858439214304614e-03
1.509963734629770488e-02,1.596742092701981895e-03
1.616195034083370979e-02,1.769048863040854121e-03
1.703844230137452689e-02,1.918255809751839153e-03
1.772340300584651293e-02,2.040957908047186416e-03
1.821387047260947245e-02,2.133965508832161122e-03
1.850855136210172516e-02,2.195415468705620363e-03
1.860655901599714626e-02,2.224333572382645834e-03
1.850644218734123422e-02,2.219587436975313868e-03
1.820551598352625200e-02,2.180708821493387156e-03
1.770051278459350286e-02,2.108413724001501500e-03
1.698898317504978286e-02,2.004090486305446037e-03
1.607005277976653740e-02,1.870037258004090489e-03
1.494539262988985387e-02,1.708948929259035453e-03
1.362105925518605071e-02,1.522879046976023535e-03
1.210920892494138888e-02,1.313951313801295546e-03
1.042974939816196031e-02,1.084858497342749625e-03
8.611381093330948422e-03,8.387130310469801363e-04
6.690338594390929372e-03,5.795763345774324320e-04
4.707937734187562021e-03,3.120532545836871008e-04
2.708584579124193904e-03,4.044329431554906980e-05
7.374530923168877514e-04,-2.308400460396257037e-04
-1.162289332336156151e-03,-4.970885520981600716e-04
-2.951952773316210855e-03,-7.537396827440687608e-04
-4.600023939146622408e-03,-9.962026691054145892e-04
-6.084206131306897636e-03,-1.220363347430451946e-03
-7.390953545691560100e-03,-1.423457891040202494e-03
-8.513752261471555643e-03,-1.603508503314466076e-03
-9.451618325636830173e-03,-1.758900160927159492e-03
-1.020723302675913442e-02,-1.888425060047703571e-03
-1.078499095894850171e-02,-1.990846719450900439e-03
-1.118939109209438065e-02,-2.065104258681124596e-03
-1.142303016209961913e-02,-2.110753705965758009e-03
-1.148509631635284862e-02,-2.127701554164596227e-03
-1.137193904745086546e-02,-2.116058997135820616e-03
-1.107861422374604304e-02,-2.076247126300838092e-03
-1.060026925198359615e-02,-2.008910834660905531e-03
-9.933771939836476966e-03,-1.915016387207762235e-03
-9.079199282039382771e-03,-1.796016692522178814e-03
-8.040935584495697425e-03,-1.653723603440582831e-03
-6.829100359075206475e-03,-1.490238515180803899e-03
-5.460517938917926715e-03,-1.307882412024630354e-03
-3.957949374766482273e-03,-1.109079872875259280e-03
-2.348520800468082651e-03,-8.964096924027914904e-04
-6.622149787102151386e-04,-6.725539424315910963e-04
1.069852633834721513e-03,-4.403480067495963443e-04
2.816927201210761914e-03,-2.029342539467052090e-04
4.549775174766790276e-03,3.645768770216488810e-05
6.242226074953592836e-03,2.746521038396241405e-04
7.872352982792884396e-03,5.085420268632816296e-04
9.422263037786589995e-03,7.353446758087980005e-04
1.087729943796478943e-02,9.524854869132353026e-04
1.222517135719060691e-02,1.157290619378792450e-03
1.345495495971386901e-02,1.347276125763265152e-03
1.455663262578897263e-02,1.520298598206092306e-03
1.552094179461099149e-02,1.674370130454221105e-03
1.633876027671363543e-02,1.807882778668440946e-03
1.700068217658387212e-02,1.919305841219419917e-03
1.749731242911135506e-02,2.006627187062741575e-03
1.781977849613218187e-02,2.067878573030531436e-03
1.796056400499617539e-02,2.101446519982833570e-03
1.791432021360066587e-02,2.106071339182653910e-03
1.767775274454143342e-02,2.081406790449931692e-03
1.724923679994276593e-02,2.027704326874711725e-03
1.662878079965740899e-02,1.945142699704005204e-03
1.581804644952210931e-02,1.834398986220823428e-03
1.482078450438896293e-02,1.696836185914026972e-03
1.364353532816875610e-02,1.534189903124599016e-03
1.229574495289431635e-02,1.349140368128362187e-03
1.078994983778240255e-02,1.144564258757978410e-03
9.142703516804542158e-03,9.223343676723443074e-04
7.375472473412892326e-03,6.843786083273749364e-04
5.515449287063281525e-03,4.331356199784474519e-04
3.595925426730174016e-03,1.716130723416402042e-04
1.655038590508077284e-03,-9.539113163589311257e-05
-2.662699481354715778e-04,-3.621708025434160921e-04
-2.125981825838053636e-03,-6.237145896567070731e-04
-3.882893460810911673e-03,-8.748861296102645362e-04
-5.498522668126146033e-03,-1.110151405719692194e-03
-6.938736258654756503e-03,-1.324402826454800994e-03
-8.175711409478213926e-03,-1.512500558451122107e-03
-9.189445886883636921e-03,-1.670279115121521898e-03
-9.967672411542892116e-03,-1.796373198761799968e-03
-1.050504404446946267e-02,-1.890957425684527743e-03
-1.080210240849899597e-02,-1.954652202726191168e-03
-1.086406769511090789e-02,-1.988702924779042151e-03
-1.070025439659504952e-02,-1.994179340544384362e-03
-1.032373916891156894e-02,-1.972147689110056827e-03
-9.750520725328254423e-03,-1.924514769675813100e-03
-8.998708255038411624e-03,-1.853340291982722267e-03
-8.087983385011827953e-03,-1.760181187980737949e-03
-7.039097311491239288e-03,-1.646491225428644645e-03
-5.873711373670994530e-03,-1.513752346668869762e-03
-4.614216203504851836e-03,-1.363547168994312794e-03
-3.282882418986601911e-03,-1.197850997628777852e-03
-1.900878923821405385e-03,-1.018934253537917643e-03
-4.874682281077289021e-04,-8.292384894194204008e-04
9.406053928925967771e-04,-6.312983794469909440e-04
2.369041643833101531e-03,-4.277680133593105396e-04
3.785523805699866039e-03,-2.214564052232667547e-04
5.179439900597213216e-03,-1.491367334877454929e-05
6.541497499844969518e-03,1.892189680225043081e-04
7.863125531443899627e-03,3.875623894246896933e-04
9.135906892363461831e-03,5.767740842994675300e-04
1.035091046034367079e-02,7.540065685494758271e-04
1.149817749103174830e-02,9.168630756748768129e-04
1.256687103117273656e-02,1.064226353219940857e-03
1.354575615059581094e-02,1.195868409623816091e-03
1.442365407257362002e-02,1.311132079226186818e-03
1.518997014807322438e-02,1.409823902936357129e-03
1.583519158093584997e-02,1.493112633354589909e-03
1.635129233041039687e-02,1.562333475373156155e-03
1.673217916862555082e-02,1.618796137021196293e-03
1.697404433339108967e-02,1.663394373997217424e-03
1.707537841272894694e-02,1.694832401751441642e-03
1.703676739390373729e-02,1.710706595696476944e-03
1.686071166901203025e-02,1.709533312964788693e-03
1.655135307402118630e-02,1.689617180475742235e-03
1.611397377388724267e-02,1.648447887113437113e-03
1.555449732344628931e-02,1.583952049757110774e-03
1.487911539482977309e-02,1.494144631832286128e-03
1.409400174730525250e-02,1.378044929219097428e-03
1.320537157510624782e-02,1.238141409717356291e-03
1.221981071503398623e-02,1.078731187042880407e-03
1.114436026989719906e-02,9.035927998802743659e-04
9.986730087305988046e-03,7.170944301700255116e-04
8.756168014804730296e-03,5.242051918057506711e-04
7.464358021945352584e-03,3.295020041170293261e-04
6.126056941794719851e-03,1.381414808457913433e-04
4.759478370931794974e-03,-4.559112785758074205e-05
3.385693345593014658e-03,-2.210617273455891564e-04
2.027417407195692203e-03,-3.893037259253971281e-04
7.083138276796661437e-04,-5.510201357069585216e-04
-5.479439542257534893e-04,-7.073147094304656646e-04
-1.719582649029791814e-03,-8.588188088140449438e-04
-2.788602403389016469e-03,-1.005508779381187202e-03
-3.742499813330387674e-03,-1.148337778488769251e-03
-4.575478575938512170e-03,-1.287546569804402970e-03
-5.287583470090559574e-03,-1.420501624454676131e-03
-5.882752120359066236e-03,-1.543455932899659867e-03
-6.367544797141468441e-03,-1.652381923382355245e-03
-6.749546975931389886e-03,-1.743224664421203635e-03
-7.035036673109207848e-03,-1.813739345749854504e-03
-7.226920568085486163e-03,-1.862586365774424480e-03
-7.322404182794894911e-03,-1.887731499985044817e-03
-7.311418404066656086e-03,-1.887583307501705708e-03
-7.178080744174586414e-03,-1.861333312909376099e-03
-6.903538017215400842e-03,-1.808562937076077862e-03
-6.468376992798769917e-03,-1.730141347982748880e-03
-5.855321301839193533e-03,-1.627217719302127222e-03
-5.051585829223597703e-03,-1.499725893368704464e-03
-4.050620104643548602e-03,-1.347672783120515980e-03
-2.854640012151636336e-03,-1.171589908542642385e-03
-1.476406412678270665e-03,-9.728257639563495400e-04
6.177870818595374448e-05,-7.550580235385686298e-04
1.730198293154844216e-03,-5.231723399179283567e-04
3.494229430493483047e-03,-2.817817771134852609e-04
5.317027861467952740e-03,-3.578352372291112790e-05
7.160543781924639736e-03,2.099767208264302935e-04
8.985879800595977102e-03,4.509502966876379826e-04
1.075477935304419361e-02,6.820359592247112693e-04
1.243096734167457862e-02,8.986572955626281629e-04
1.398097262375577396e-02,1.098034099087041859e-03
1.537500831730382982e-02,1.278249299425675842e-03
1.658672515964002350e-02,1.438062561728377722e-03
1.759309949059778208e-02,1.576553222545558873e-03
1.837666698089436557e-02,1.691862380932158136e-03
1.892809990845722642e-02,1.782076667852029598e-03
1.924795789430382500e-02,1.846120322571922871e-03
1.934774514307081167e-02,1.883425303439757465e-03
1.924833852250577501e-02,1.894394347718511736e-03
1.897687758522952420e-02,1.880139031294142697e-03
1.856492870922707775e-02,1.841539863282726664e-03
1.804615064519789203e-02,1.779872492591743488e-03
1.745210949035640169e-02,1.697281208237665529e-03
1.680825326426452215e-02,1.596150099624045731e-03
1.612984024713671680e-02,1.479243540976876888e-03
1.541904295773972693e-02,1.349166617287729996e-03
1.466672317246170074e-02,1.207220803699507504e-03
1.385652117341527011e-02,1.054217055575582419e-03
1.296805568820201711e-02,8.911731806130926111e-04
1.198070579171635688e-02,7.191301391192249370e-04
1.087779878090731553e-02,5.397206666979198963e-04
9.650093430857258070e-03,3.549296165189133167e-04
8.300074446436317768e-03,1.662778640395155480e-04
6.845027106562546169e-03,-2.453083160268367154e-05
5.315369087808476979e-03,-2.151426850223905722e-04
3.750820132069223808e-03,-4.030513421532247800e-04
2.196670689759031535e-03,-5.853849859131232680e-04
6.995700243996593208e-04,-7.593824878402960065e-04
-6.956522843702407340e-04,-9.234187474355792097e-04
-1.948264030750256840e-03,-1.076225585878497074e-03
-3.025073492402281794e-03,-1.216307063948753216e-03
-3.903103143117120366e-03,-1.342137682392870917e-03
-4.569340467527224260e-03,-1.451549729495679687e-03
-5.019294612360452809e-03,-1.542100149184055542e-03
-5.254929016571513456e-03,-1.612147334963185200e-03
-5.282350565495489737e-03,-1.660152883935684439e-03
-5.111245774452047134e-03,-1.684117140148674082e-03
-4.754983424087316432e-03,-1.682367274326979686e-03
-4.229709438352921569e-03,-1.653476703285007565e-03
-3.553493317861001859e-03,-1.596778945201505909e-03
-2.745719445582612238e-03,-1.513711087483817115e-03
-1.826371963388445435e-03,-1.406873741436540743e-03
-8.161676003616064783e-04,-1.278897831320572904e-03
2.634082240413681631e-04,-1.132854776653864463e-03
1.391657800526054653e-03,-9.719816164276541635e-04
2.550504192821076259e-03,-7.994352492357038311e-04
3.725945773796332169e-03,-6.188943418554189056e-04
4.909081820189768568e-03,-4.338265010127502789e-04
6.095369404774042196e-03,-2.464093122467135165e-04
7.282930436644588501e-03,-5.826981750246714971e-05
8.471556611390623770e-03,1.289860585421457554e-04
9.661465339241528255e-03,3.138868462942781827e-04
1.085134579437347507e-02,4.945814466388537365e-04
1.203657880244334705e-02,6.690077039031073515e-04
1.320721501846036997e-02,8.355361228601378663e-04
1.434656854911923150e-02,9.924980902052662948e-04
1.543229088584460035e-02,1.137723707175751107e-03
1.643858967865720680e-02,1.268971933972479682e-03
1.733819820612306217e-02,1.384049525575185196e-03
1.810457868045371385e-02,1.480934285232004839e-03
1.871377577411978063e-02,1.558278909392221429e-03
1.914581207158453854e-02,1.615165253218186006e-03
1.938668499759478581e-02,1.650713702493367347e-03
1.942987319348504424e-02,1.664367882976697764e-03
1.927599179365852011e-02,1.655953868072181350e-03
1.893168115794586007e-02,1.625592889103408658e-03
1.840818699072891210e-02,1.573944602740637863e-03
1.771979262861043264e-02,1.501917603899294035e-03
1.688328493402076538e-02,1.410278695293176168e-03
